Rating,Label,Review_Text
4,1,"Reading the other Yelp reviews may have spoiled my first impression of this place--I admit I had my expectations a *wee* bit high coming in for brunch one weekend morning. I, however, was not disappointed even if not completely blown away and would definitely recommend this spot to anyone looking to dabble in a Southern styled brunch for the morning. This is a very popular spot located in Williamsburg not far from public transportation and while I did not have to experience a wait, many of the parties coming in did however end up waiting for a good 15-20 minutes. No reservations, so plan your trip wisely and my first recommendation would be to arrive as early as you can! Restaurant is a little tight, but they do have a back dining area and it can hold a decent number of parties. There's larger and smaller sections in the restaurant. I also have to note that I loved the music they were playing here... Onto the important stuff, Service was very rush and go given the volume and demand from the restaurant, but they were friendly and I had no issues with them. There was a quip with the credit machine at the end of my visit and we had to wait a good 10 minutes additional for the cheque, but they apologized and let us know timely. Food is really great. I highly recommend the chicken biscuit--moreso than any of the other options on the menu (given I haven't tried everything). You'll get your hands a little messy, but it's damn tasty and worth a try. I also sampled the fried chicken & waffles, biscuits, the chocolate cake donut and the sweet tea. I found all of the options pretty tasty. I wasn't blown away by the fried chicken (little dry, tasted run of the mill) and definitely have had better, but the biscuits were scrumptious and the chocolate cake donut was very filling! Sweet tea was a smidge bland--when I think sweet tea, I want it as sweet as sweet can be. Waffles were mega tasty and I loved 'em. So, tl;dr version of the food-- waffles and chicken biscuit were a total hit in my book. Get those when you come here. Try out the donuts too. I didn't get to try the pies--will come back and definitely add my two cents on those also!"
5,-1,"Walking through Soho, a friend and I passed by an Italian restaurant we've passed by for years on Prince Street. Tonight, for some reason, we said, ""Let's try it."" This is not fancy smancy ambience but it is truly delicious home cooking. Like someone's Mama is back in the kitchen preparing everything from scratch. Mostly pastas and some pizzas...we were wowed! Not only was the food AMAZING, it was half the price of any ordinary restaurant in NYC. I will be back again and again. Thank you Il Corallo Trattoria!"
4,1,Very friendly. Down-to-earth yet special. Their french inspired sandwiches and salads are delicious and made with care. The wine list is full of wines by the glass and the staff is very knowledgeable. I really like this place! Can you tell I'm tired?
4,-1,"Outstanding, friendly service, more creative than average menu selection, very cozy, reasonable prices. ??One of my favorite restaurants in NYC."
4,-1,"Great food, great service !!!"
1,-1,"Sad to say, restaurant was seriously under-airconditioned and service was so bad that we had to leave after we were seated and completely ignored for ~10 minutes."
1,-1,"This place packs customers in like sardines. We had someone from the next table sitting halfway at our table. The manager apologized at the beginning of the meal for the overcrowding, but never did anything about it. The waiters were constantly banging into our chairs and our table. The food was fine, but this restaurant is poorly managed. Better to find somewhere else in the neighborhood."
3,1,"I'm glad I finally came here. The wait because there was one, wasn't so bad, but quite surprising that so many people were up and in line by 9:15 am. ?? Either way, our table ordered three different things: blueberry pancakes, which were light, fluffy and perfect; southern breakfast which was decent, but nothing extraordinary; and the Spanish scramble which was exactly what I was looking for. ??The toast had no butter or jam to go with it, so it was just toast. The eggs with chorizo and cheese were perfect and the hash browns were good. They needed salt and pepper added to them and weren't anything REALLY out of this world, but they were decent. ??What got me was the bacon. Um..sugar coated bacon is amazing! And dreamy! And heavenly! My friend gave me so much of it that I probably should stay away from pork for a while, but I know next time to just order a side of bacon blueberry pancakes and a coffee and I'll be content. I will definitely go again maybe with friends from out of town or something, but my desire has been satiated."
4,1,"This is my go to for the theatre district! ??I tend to visit this spot even if I have no show to attend.... ??The staff here is on point and the sommelier nate is the man. ??They have an all you can eat pasta special thats insane!!! ??The 25$ wine list is an original idea that has won me and many others over. ??During nicer weather My Girlfriend and I enjoy sitting outside on the 2nd floor, plants and the overhang make it decently quite as well."
3,-1,Over priced!
5,-1,Awesome! ??So much history! ??Excellent food and spirits! ??No better bar in the world.
5,-1,"Pork belly, tuna, cheese, steak, onions, classy, colorful,wine, delicious,amazing, gourmet, special, desserts, superb octopus, are you familiar with this words? I am and Casa Mono is the place where you can say all this words and more without committing any mistake . Wonderful, thank you! A great experience..."
5,1,Best falafel I've had outside of the Middle East. ??Good and fast service--and cheap to boot. ??Also: awesome hot sauce!
1,1,"After waiting for about an hour and fifteen minutes we left. ??We were told 30 minutes originally. ??For 20 minutes we were told we were next. We watched two tables get sat and then a group who had been there for half an hour less than us sit. ??Went in and were told ""sorry we had to sit reservations"". Last time I go there and I only live a few blocks away. ??Sad."
4,1,"Why it's worth it: As you walk into Uva you are transported to a rustic style Italian villa that is perfect for a romantic rendezvous, late-night dinner or after work drink. The food is fresh and rich in flavor and texture and will not disappoint. Vibe/layout: The vibe is rustic and relaxed, with seating spread between the main room, the private wine cellar and the year-round backyard patio. This restaurant is intimate and homey, but also a bit swanky and trendy. The decor is reminiscent of a home or dining room in Tuscany with old photographs of Italy and antique mirrors lining the walls. Ideal meal: Gnocchi di ricotta ($19) F.Y.I.: Uva is the direct offspring of Lusardi's, an UES Italian restaurant right up the street, such that Massimo Lusardi, the owner of Uva, is the son of Mauro Lusardi, a Parma native and owner of Lusardi's!"
5,-1,Although they have not reopened yet I just want to say the the chopping block makes some of the best sandwiches I have ever had in a fast food place. They really take their time in preparing a very well made meal with great roasted meats and even down to the packaging with the popcorn in the packing boxes. Wow! I would have to say this place is amazing.
4,1,"Yum! We waited a looong time, but they were so nice keeping us in the loop and telling us to go have another drink next door. The food was pretty great, the service was really great, and the pomegranate sangria was so delicious. We'll be back, even though there's no reservations and a long line."
1,-1,"Some friend drag me there for a pizza driven by all this good reviews: decor is the typical shabby cliche` New York place not Italian feeling but it works here. pizza??? I was quite exited and had great expectations, the place was busy and we wait quite long for our pizza, finally here it comes: The crust was thick crispy and chewy not a good sign, ??the real pizza should be thin, crispy or soft not chewy, it also was quite small in diameter maybe that explain why it was thick! mozzarella left much to be desired. It was waxy, gummy, test and felt chip mozzarella from curd and not really a milky fior di latte that should go on a ""real Italian"" pizza, quality of that cheese was at the same level of an average pizza by the slice place. ?? I'm really don't understand how this place is rated so hi and had so many reweaves, or maybe I do but I want say it. Service was OK in line with a pizzeria/trattoria. Unfortunately it was not a good experience."
2,-1,"judging from the previous reviews, I must have gone on an off day. I went in about 10 minutes before closing, with no line, and relieved that I got there in time. I was suprised at the prices right off the bat, very cheap for a good sized sandwich! ??I ordered the pork banh mi, and was handed a sandwich that was already made, wrapped, and was sitting on the food line for who knows how long. ??It ended up being pretty dry, with not a lot of meat, and lacking flavor. ??For $3.50 it was a tasty sandwich, with a lot of potential... so I will have to go back during prime hours to hopefully have a better sandwich!"
2,-1,"The excessively long lines combined with the really mediocre ramen makes this place a place to pass over, if you ask me. I braved the lines once. Once. That was enough to make me realize there are many other places in the city with better ramen that's less expensive and served in a fraction of the time. Stand in line to see for yourself, but don't be surprised if you find the wait wasn't worth it."
5,1,"Nothing to complain about here! The food was simply amazing. Waitress was nice. Good atmosphere, easy to get a table. Try some of their appetizers whil you're waiting for your dishes. They have some interesting ones. A nice spot to have dinner if you're near the Barclays center. Would definitely like to come back for lunch sometime!"
5,-1,"Vesta has a rotating menu and you can always be sure that the food will be great! They source a lot of their food locally (Brooklyn Grange Farm in Astoria and upstate wines) and they are always friendly. Highlights (of late): the poached eggs for brunch are divine and their pizzas are always good (crispy crusts and the toppings are not held in lashings of cheese). We often come away feeling good after eating here. And, when we lived close by, would often order pizzas to go. The worst thing about moving from Astoria: no Vesta!"
3,1,"I was so excited to try another one of Colicchio's restaurants and I was a bit underwhelmed. I came here on a double date and shared a bunch of things. The bread to start was a little roll that was pretty ordinary. We shared the chorizo pizza which was probably the best part of the meal. Thin crust and delicious. For entree I got the cavatelli with short rib. Where is the short rib? There was some kind of short rib juice that you could envision the short rib marinating in but I did not find one piece of short rib. Pretty disappointing. My boyfriend got the burger which he enjoyed. I tasted the beef carpaccio which felt smokey. For dessert I tried the chocolate cake and the zeppole which were both okay. The waiter gave us little banana chocolate chip muffins to go at the end which was a nice touch. Overall, I think this restaurant was pretty but left a lot to be desired."
5,-1,If you want a true meaning of a family place to eat this is it. The food is AMAZING right on point w/ their service too. ??Each time I went here we tried different items on the menu and I must say everything is better than the one before. The desserts are all mouth watering. The sangria YUMMY YUMMY. I definitely tried everything on the menu except 4 things and everything is my favorite. I will be going back to taste the items I haven't tried yet. My kids who are 5 and 9 love this place too. ??I took my friends here and my friends words said it all She asked if she can take the Chef home with her to teach her how to cook like this. Everyone I take here always goes back with other people too. :-) I love this place....
3,1,"We stopped by to try an artichoke slice to check out all the hype. The pizza is obviously not a thin crust so you should be prepared for that as it is fairly thick compared to NY style pizza. The pizza was ""different"", probably the sauce was the thing that threw me off the most, I can't say it was bad but perhaps I just prefer a more traditional slice and flavor. My friend had a Margherita slice and I liked that better than the artichoke slice. It's not bad but its probably not for everyone, with that being said its definitely worth trying out."
5,1,"Great southern food. Loved the fried pickles. Mac & Cheese was very filling, enough for two."
5,1,"Amazing food, not well known, expect to wait a while even late at night. Seems like people who know Japanese food go there."
5,-1,"This is _the_ place - look no further. ??Food and service are excellent. ??Great atmosphere. ??Handmade pasta, real pizza, authentic Italian."
4,-1,"I love Moose Heads, Artichoke Dip, Brow Liquors, Alleyways. If you do, then go here, awesome."
3,1,"If you put ketchup on your fries when eating here, you just wasted your time and money. It's a small hole-in-the-wall storefront with a menu that consists of one kind of French Fry and hundreds of dipping sauces. ??The fries aren't that good, but I'm not a large steak fry kind-of-guy anyway. ??However, they are hot, plentiful, and the different dipping sauces turn the fries up to the 11th level. ??Somewhere on 2nd Ave between 10th and 8th, keep your eyes out because you'll miss it a few times. ??If they were open late, it would be an ideal place to cure a hangover when you get the post-drunk munchies."
2,-1,"Was writing a review for the 26th st location and decided to put my input in on this location. I attempted to come to this location a few times because its simply more convenient for me. I was absolutely in love with the other location so I thought it'd be the same with this location. I ordered the buttermilk fried chicken on 3 separate random occasions, not sure if I just have bad luck. But every single time it was burnt not the actual bread but the chicken which completely ruins this wonderful sandwich. Of course I never realize until I get home and by then it's too late. The last time I attempted to be a bit smarter, order ahead and politely ask them to make sure the chicken isn't burnt. However this particular time I was told that they weren't taking cash only credit and debit, I didn't want to go home just to come back so I said f it. Also (not sure if they do now) they don't offer cheesy tots, just plain sharp tots, the other location does and it's a shame that they don't because its so yummy. Any-who I gave them 2 stars because I still have hope !!! Lol"
5,1,"Yum! I went here during lunch with a few coworkers. There were a few tables occupied but it wasn't crowded and I seriously can't understand why there weren't more people there. Everyone loved the food they ordered. I got the hamburger and it was cooked to order and so amazingly good and quite large. Their fries were delicious. Honestly, I can't say anything bad about the experience nor the food. I would definitely eat here again and anyone interested should give it a go too!"
4,-1,"Probably the best wine bar in new York City. The plates were not huge, so sharing seemed the thing which was really fun to do. The chesse plate is lovely and comes out so nicely plated -they do a great job with presentation. We got several cheeses and then a few appetizers and then an entre to share so we could taste a little of everything. The service was a little slow but we didn??t really care because we had such great food."
5,-1,"I am about to become a serious regular at this place. It's hard to find a restaurant in New York -- particularly in the West Village -- that has food of this quality with entrees priced under $20. It's even harder to find one that has a warm and wonderful atmosphere and a very friendly staff. I particularly recommend the guacamole, the ceviche, the lomo saltado (perfect short ribs+french fries soaked in short rib juice+delicious sauteed tomatoes and onions) and especially the torrejas de oliva for dessert. The torrejas is a olive oil-soaked cake with a bruleed topping and amazing blackberry sauce -- you can definitely tell that there is a serious pastry chef (Pichet Ong) involved here. I cannot wait for Coppelia to get its liquor license, since everything on the menu will go very well with a nice cold beer."
2,-1,"I couldn't believe the number of 5 star reviews this place has, so I went by at brunch to check it out. ?? Long wait for pretty ok food, pretty ok prices, decent atmosphere. Once we got sat, thing went better. ??Free drink was nice. I mentioned the waiter (who was perfunctory, but not rude or anything) all the great reviews, and he kind of shrugged and admitted that the management ""suggests"" that staff write reviews. ??That explains how a pretty average place gets such great reviews, but I subtracted a star nonetheless!"
5,-1,"My favorite place for brunch. The food is really good, the menu is exciting, they always have really good specials and the place is super cute. Try to sit outside rather than inside as it can get a little noisy."
5,1,"I thought I loved fries, then I met Pommes Frites. ??Pommes Frites just stole my virginity... like I had never tried a proper fry before. ??Ok, I kid, but it's a damn good fry. I actually have legitimate hunger pains for this place. ??A zillion sauces to choose from and they'll let you try it first! Filipino run (and probably owned?) so I'm even happier to support. ??The employees have always been super nice and friendly! ??When it's not busy they're willing to spend some time talking to me about the sauces. My only complaint is that there CAN be a long line (usually at butt o lock in the morning when the drunkies come)--its great all the time but especially great after a night out. ??Also, its such a teeny place, literally a hole in the wall, and it's really hard to get seating. PS, saw them mixing a sauce in the back and a huge amount of Patis was poured into whatever flavor he was making. ??Awesome. Hah."
5,-1,"Place is absolutely amazing, from the atmosphere to the great service to the amazing menu. You must try the goat cheese balls with the lavender infused honey---crazy good. They also have a pop-rocks desert that should be at every restaurant in the city."
5,1,"Yes, I am definitely a fan. This was perhaps one of my favorite meals that I had while visiting NYC for the first time. I don't even know how I found this place, but I'm so glad I did. Yay for my friend Michelle C. for suggesting this place. Now let's put it out there... Tasty is not a fancy smancy wine and dine sort of location. It's a yummy, quick, cheap, no fuss good delicious noodle joint. What's so special about this place? Well for one, definitely not the decor. To be real the decor is a bit blah, a little sketchy from the outside, but do not be fooled. There is magic happening on the inside. Yes the place is small, a bit dirty, and maybe the tables are tad bit sticky, but forget about all of that and order the goddamn fresh handmade hand pulled noodles. Yes, ladies and gentlemen the secret to the deliciousness of this establishment are the wonderfully crafted hand-pulled noodles. Fresh. Tasty. Perfect amount of buoyancy in your month deliciousness. The selection is huge..and you can get almost any kind of noodle (hand pulled, knife cut etc) with any variety of broth or stir fried. I personally went with the #1 house special which consisted of hand pulled noodles, beef tendon, tripe, bok choy, spinach, and a fired egg. Yup all of that in a big steaming bowl of broth for $6.50. I would say that is a win ladies and gentlemen. It was amongst the cheapest meal I had in NYC and definitely comparable to the lovely noodle joints that I'm spoiled with here in LA. I definitely recommend this place. Get over the fact that you're not receiving 5 star service and just do yourself a favor and order the noodle. OH, cash only, of course :)"
5,-1,"I would like to start by saying that I do not yelp. I love reading reviews but I have never had an experience, good or bad, that had left such an impression that I felt the desire to write a review. That is, until today. I came in for lunch, mostly because this place is close to my office and mostly because of all these great yelp reviews. I came in this afternoon to have lunch and catch up with an old friend and was warmly welcomed immediately when we walked through the door. The Staff is SUPER friendly. Second thing we noticed after being so welcomed was the beautiful decor, this place is tiny but lovely and the food speaks for itself. I had the chicken cutlet which came highly recommended by our fun and friendly server Marie. She was quite the fire cracker and made us feel like fast friends. ??My friend enjoyed the chipotle burger that was also given rave reviews. Lunch was great and wasn't too pricey and the all around atmosphere was incredible. I give this place 5 stars! I will be coming again that's for sure!"
5,-1,"I found this hidden East Village spot three years ago and haven't left... Great Latino bistro with an awesome chill ambiance where a very fun eclectic crowd of Wallstreeters, East Village artsies, ??Soho retailers, and other cool types mingle over ??amazing cocktails and tasty PanLatino food served by super sexy and friendly wait staff and mixologists... ??Don't expect an attitude or a clubby scene. Unbelievably, Yerba is a cool, anti-scene place where you can be comfortable with a date, your parents, or last night's hot trick!"
5,-1,"Absolutely love this place! ??The chicken biscuit is amazing, and the fried chicken is as good as it gets also. ??Great chill staff who is extremely nice."
2,-1,"So this place was all about gluten free. It's their big thing. I was sooo looking forward to a gluten free pizza. ??They were...out of gluten free pizza dough. Not sure how a gluten free place that prides itself on being gluten free can be out of one of the staple gluten free items. ?? We ended up ordering regular entrees-they were tiny. Very tiny. Flavor was pretty good but everybody was still hungry after the meal. ??All in all, it fell short and my group was disappointed."
4,-1,"This is the one great cafe with amazing coffee. The aussie flat white, just the best. Food was incredible, healthy, tasty....perfection. Only draw back is, too small for popularity, but still 5 stars because it is that good"
5,-1,"This place is excellent. ??Quiet, friendly and the best food in Williamsburg."
5,1,"This place had some of the best chicken and waffles and some of the best biscuits in Manhattan. After only one meal here, I will definitely have this place towards the top of my list. During this most recent visit, I wasn't drinking, so I didn't take part in the $4.00 Mimosas....but I definitely will next time."
5,1,Excellent food & service! The seafood soup was the best! Everything is cooked fresh. We are visiting from California & found all the other recommendations from Yelp extremely helpful. This is the reason we picked this place. Servers are genuine & friendly. Jonathan is from Ecuador & was very attentive to my parents. The manager is very friendly & professional. I highly recommend this place but make sure to make a reservation in advance as it's a pretty small place.
2,1,"Cleary, others have had some great experiences at Rye. ??Maybe I'm biased after dining at Northern Spy in the East Village the last few months...however, these things add up to one bad restaurant experience! -Asked for bread and didn't get it. ??Asked again and did. ??Thank god, because -Appetizers took 30+ minutes -Main courses took 45 minutes after our apps -Everyone at our table salted their pasta heavily because it was so bland. ??For only having 5 entrees on the menu and at $19, shouldn't it be pretty stellar pasta? On another note, there seemed to be NO management. ??This place could be making more money if they knew how to turn tables at least a little bit, encouraged their servers to actually ask their guests if they want coffee, and the basics! Pour wine throughout the meal, inquire about getting a second bottle!, refill water glasses which were constantly empty, etc. ??I was confused because the restaurant didn't seem too insanely busy, nor was our waitress stressed in the least. ??I see no reason to return when there are so many other great places in NYC serving top notch New American, often with more emphasis on locally grown and organic ingredients."
5,-1,"Lot 2 is a fantastic and long awaited addition to the South Slope. The green pea appetizer was fantastic, extremely fresh and, well, appetizing! For entrees we tried the chicken which was by far some of the best chicken I've had in a long time - roasted in the oven with gorgeous juices and perfectly crisp skin. The lamb sausage (I think it's cure in-house) was also excellent) and the 'lipstick on a pig' was refreshing and lovely, although it didn't have any lipstick on it. Great wines. Great ambiance. Overall a great restaurant. Can't wait to go back to and try the 'neck 3 ways'."
2,-1,"It saddens me that I have to give this place such a low mark, but I must do this simply because there is an incredibly false advertisement campaign of this establishment as ""romantic"". From all the yelp reviews calling this romantic to the manager saying its the most romantic place in NYC to the countless number of top ten lists for romantic special places to eat...they are all wrong. Completely wrong. Why? Allow me to explain... I am from Philly... a large city that specializes in small hole in the wall BYOB that are oozing romance at every corner. I decided to go to NYC with my gf to propose. I called ahead, made my reservation, and spoke on the phone with the hostess four separate times to tell her of my plans. The single largest request was to be sat on the second floor at a location that wouldn't have heavy traffic and would have a view of the fireplace. Simple request right? She said, ""no problem"". Not only were we sat between two LARGE parties who were loud, laughing, and having a great time, we couldn't see the fireplace and we were in a very busy spot. I understand that its not always the fault of the restaurant... but in Philly... the hostess on the phone would likely tell us that ""this restaurant, although romantic, is not quiet or all that intimate."" or ""Perhaps you don't want to come here, because we have a lot of large parties that night."" or simply...""All the special spots in the restaurant are already taken."" But no warning, no help. When we approached the waiter, they were nice enough to re-seat us ... in another room with a fireplace... again, however, with no view of the fireplace and next to a LARGE LOUD party of 10-15 people yelling over each other and talking from opposite sides of the table. Finally... after our drinks... we got up and started to walk out. The manager stopped us before we left and was, however, incredibly nice. He was very apologetic... offering to set up a private room for us or to put us directly next to the fireplace at a more intimate and quiet location (if not for him, this review would have one star). This was an excellent response, but at that point, we just had enough. We decided to take the offer to sit next to the fireplace, but I decided they didn't deserve my proposal to happen there. We aren't a fancy couple. We aren't an old couple. We aren't a demanding couple. Perhaps I made a mistake not to clarify my plans with the hostess/manager or not confirm the number of parties for that night... the size of parties... or clarify the difference between intimate and romantic.... but I felt like they have no understanding of the true definition of romantic. A couple of fireplaces, rooms with candles, brick walls, and exposed rafters doesn't make a place romantic. For the flannel-wearing servers and wife-beater-wearing hostess... I must say to them... your restaurant is nice... but it is NOT ROMANTIC. It has good food and would be a fun little spot to try... but it is NOT ROMANTIC. The saving grace was the manager....who told us that his restaurant is the ""most romantic in NYC""... was great, but good sir... you are wrong. Come to Philly. See what we have for ""romance"", and please... stop your false advertising. oh... and briefly to explain the acoustics situation... its loud. SO LOUD. Noise travels in every room. The single table on the first floor directly next to the fireplace is quieter... but everywhere else is very very loud. Like I said above... this is a nice restaurant, but it is nothing more than a well lit fun spot to grab some good food with friends. I post this to help future lovers make a better decision than I did when considering this restaurant and trying to find a romantic place for a special occasion. My lesson learned? Don't google the word ""romantic"" . Google ""intimate"". But even with this ... as I walked outside to see the perfectly planned gathering of her family and mine, I handed my father the umbrella, leaned down to one knee, and asked her to marry me. With tears in her eyes and rain drops around... my lovely lady said yes."
4,1,"It seems like there's been a recent boom of British gastropubs in New York lately. I've been lucky enough to try most of them with Georgia Peach and Copy Gal. Tonight, we went to Highlands. We got there early, even for a Tuesday, so it was pretty quiet, I think the place would feel really cozy as it fills up. The menu is small but so inviting, even Copy Gal had plenty of choices (she's picky). Outside of the haggis, I would eat everything on the menu. We started with a scotch egg, good spot on that on GP, I would have missed it. This egg in the rank of the 3 I've had is 2. The sausage had a nice spiciness to it and I liked the seasoning in breadcrumbs. It was served with a side of a tangy barbeque sauce, but really, who needs it with the creamy yolk goodness. I think the scotch egg might have to be on the table at my last supper. For entrees, I had the Atlantic cod with bubbles and squeak (veggies in potatoes) and a rocket (arugula) salad. Everything was light and easy, perfect for a hot summer night. Copy Gal had the Wild Mushroom Shepard's Pie. Georgia Peach had the Fresh Blue Crab on Toast and sear scallops. Both girls really enjoyed their meals. For pics and more content go to my blog, gramercygirl.blogspot.co?£á? or follow me on twitter @gramercy_girl"
5,1,"This is a real gem. I discovered this place by chance, and been hooked ever since. Prices are reasonable, service is friendly and very good, and the food is excellent. You should sit at the bar, and see the cooks do their magic in this very tiny kitchen. Going there without tasting their Rioja wine would be a crime :-) The only downside is that they don't accept credit card."
4,-1,This place has become one of my favorite places to go particularly for brunch and late night snacks. Im always sure what im going to get is gonna be good. It has been closed down for renovations and I realized how often i go there or think about going there. Sometimes i find myself walking there before remembering its still closed. Come back soon Sanfords we miss you!
2,1,"I'm only giving this establishment the benefit of the second star as the music selection was quite good. ??I'm definitely a Doors kind of girl. ?? Yes, it's homey and comfortable. ??However, that does not excuse the poor cocktails. ??Some of them were simply unbalanced--in some cases you could only taste one ingredient even though there were allegedly 2-4 others. ??Others were simply unpalatable. ??With Dram around the corner, it boggles my mind why people would come here unless they want to eat. ??Even then, there are not that many food options. ?? This was a huge miss relative to all the glowing Yelp reviews. ??In fact, our table was pondering if perhaps there were multiple bars by the name of ""Post Office"" in the immediate area and we just stumbled into the wrong one."
5,-1,"Every time I visit NYC I have one gastronomical event!! Surfisf will be added to my must return to list. Amazing food (and portions) artfully presented and mouth watering! Try the mussles made with garlic, bacon in a white wine huacatay sauce: cilantro tamale with roasted pork aji panca and roasted tomato sauce;roasted zucchini filled with crabmeat, shrimp and goat cheese!! Just a few examples from a balanced menu which includes an extensive ceviche list. NIce but simple wine list too . Great patio, attentive, knowledgeable friendly staff. You won't be disappointed!!"
4,-1,Its one of the best caffe where i ever eat food. i want to come back here with my friends. very cheap and fast service.
5,-1,"Perfection in food form. wait was a bit long but wow, great food."
1,1,"If there were a zero star rating, I would have given it that. It doesn't even deserve one star. First of all, the soba noodles were like shredded cardboard boxes. The soup/ sauce of soba was worse than store brand ones. It had weird burnt and acidic taste. Everything was wayyyyyy too salty. Tuna tartar was blend, and when I asked for small dish for soy sauce they told me to pour the soy sauce on the top. What the..? I was starving when I got there but could not stand eating this food. The only thing I could bear from this place was their hot tea. Will never go back or recommend it to anyone. Sanitary rating B didn't look so good either."
4,-1,"Sweet Afton is a great spot. -good beer? check -good burgers? check -pickle martini?- check -creative cocktails and excellent bartenders? double check My only complaints about Sweet Afton is that the menu could have a lighter offering to balance out the delicious, but very heavy, offerings. I am perfectly fine eating their burgers every visit, but do wish there was Something that wasn't fried or cheese oriented."
5,-1,"Ippudo is king when it comes to ramen. Not just in NY, but possibly in the US. 5000+ reviews on Yelp should justify visiting Ippudo as part of any NY trip. The restaurant is beautifully decorated on the inside. But from the outside, the decor stands out in this neighborhood like a sore thumb. The front does not display easy to read signage, but the crowd outside is usually the give-away. Once inside you'll be lucky if you don't have to wait longer than 30 minutes. My favorite is the Akamaru Modern ramen which is unlike any other ramen I've tried. It's packed full of flavor and always satisfies. Pork buns also are a popular item, but are a steep $9 for two. The complimentary tea served at the end is soothing and helps ease all the richness in your stomach. For avoiding long lines, try coming right at opening times or during off-peak hours."
4,1,"Great falafel. ??Tried it for the first time months ago, and still keep going back. ??I've brought others, and they go back too. Have the green falafel, choose white or wheat pita, get some spicy sauce on the side, if thats what you fancy. ??Just do it. ??Thank me later. ??Try smoothies if you like that kinda thing too."
5,1,This is fine dining. The atmosphere makes you feel comfortable yet like you have come to some place special. The drinks are unique as well as the food. Don't expect your normal fare but surprised by something other than a twist on UHF same old thing. I will say I went for the Ocean trout (Tasmanian something) and it was delicious. The service felt a little rushed at first but e settled in to a comfortable evening.
5,1,Like really really good
3,1,"There are not many vegetarian options at this restaurant. ??We decided to come here for dinner after few drinks at Press Lounge upstairs. ??Saute Butternut Squash was only main course they had - the dish was mixture of vegetables saute in olive oil and some season. ??Regardless to say the food was good, but would have liked few other options. The best part of meal was the desert in pumpkin cake with walnut ice creak - yum!!!"
4,1,"Basically, everything was FRIED. It was all delicious, but really, I was hopping for more variety of cooking styles. But perhaps most Filipino food is fried and I'm just none the wiser. I was a big fan of the coconut rice and the sizzling sisig. The salmon chips were also delicious but a bit saltier than I'd hoped. There's a fun garden area in the back (too cold for us when we went) that has all you can drink beer for $15 (go pour it yourself from the tap). It's a small restaurant but in a great area for bar hopping afterwards."
5,-1,"I brought my great aunt here. She looked at me and said something to the extent of, ""I'd be singing the praises of obesity if I lived as close to this place as you do."" Polish food at its best. BYOB. Get the blintzes with cheese and fruit (which are actually called something else in Polish). This place is great when you are hungry and have a small budget. The stuffed cabbage will rock your world."
2,-1,"It was my first time eating Cuban food and I loved it. It was really good, and inexpensive. The place was nice and small and quite cozy if you sit by the window. My sister and I got a dessert to share, which was quite delicious until I almost bit into a piece of metal. Yeah that was not cool and we told the waitress and so she took it away. We thought she was going to come back and give us a new one but she didnt! We didnt even finish the one we had and she took it away and we had to pay full price for it. That was quite unsatisfying, and seriously because of that incident i dont think i will be going back."
4,-1,"This is a VERY small place. ??We almost walked away. ??There are about 6 tables on each of two floors and a bar on another floor. ??It's a very cute place, but reservations HIGHLY recommended. ?? The food was very good with one exception. ??My short ribs were very salty. ??I couldn't finish it. ??They were cooked perfectly and it was a nice piece of meat....too bad. ??Vegatables were cooked perfectly and the mashed potatoes...delicious. ?? The service was very good and the waiter apologized and gave me a free desert. ??He did the right thing. ??The owner stopped by to apologize as well. ??I was impressed by that. ??My wife had the burger sliders and loved them. ??My friend had the seafood fra diavalo and loved it. We got there at 5:30 on a Friday and there was nobody in the place. ??But by 6:15 there wasn't a table available. ??I would definitely go back and give them another chance."
2,-1,"I don't get all the love for this place. It is small, so it is like a little stand. Tacos are really expensive. They are small as well. Decent taste, but no condiments like guacamole, salsa, etc. Fairly boring overall."
3,-1,"The food, the atmosphere, etc are noting more than average. The wine list is singularly unimpressive for such a ""fabulous"" Italian. As a native NYer I am thinking all of these reviewers must be from Kansas. I guess compared to what's available in Kansas this is fabulous."
5,1,"Upstate's way is how oysters should always be ordered from the raw bar: like a sushi or dimsum a la carte menu, with a golf pencil on a paper slip. This format maximized our oyster enjoyment since we had a visual to remember which oysters we ordered and where each variety was from. We ordered a dozen east and west--wonderfully shucked. It was nice to have horseradish on the side, a PNW familiarity, in addition to the cocktail sauce and mignonette that you'd find at other raw bars in the city. The other seafood was quite good as well, as is the draught beer selection. We were not as impressed with the overly tart ceviche as we were with the generous portion of squid, sauteed over kale salad, with a citrus/honey dressing. We were seated at a high table against the wall, which made the space feel roomier, since we were a head above the other tables. We were able to comfortably hold a conversation; the patrons and music were not so loud on a Saturday night that we had to walk away before a table was available (as at the 4 other E.Village establishments we tried before returning to Upstate). Steve, the general manager, came and checked on us, and the service was on point throughout. Our servers were knowledgeable about each brew and the oyster offerings, as well as questions like ""Is the fennel overpowering in this dish"" and whether they used the bulb or frond. They don't take reservations, but you can leave your cell # and they'll text you after the estimated wait time with an update, and to check whether you will be returning for your table. This freed us up to wander around the neighborhood (and stumble upon a new ice cream shop) rather than shivering in line. There's also a McDonald's across the street, for this purpose. Would love to return for their daily 5-7pm oyster happy hour. 6 oysters and a brew for $12! And for a weeknight dine."
5,-1,"Very delicious. ??I tried just about everything on the menu, and everything was cooked very well and very delicious. ??The tofu soups are very delicious."
